Philosopher: 0, Time: 3 ms, running
Philosopher: 0, Time: 23998 ms, picked up fork 0
Philosopher: 0, Time: 23998 ms, picked up fork 3
Philosopher: 0, Time: 23998 ms, no neighbors are eating - entering eating state. Will eat for 26 ms
Philosopher: 2, Time: 23998 ms, picked up fork 2
Philosopher: 2, Time: 23998 ms, picked up fork 1
Philosopher: 2, Time: 23998 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 3, Time: 23998 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 23999 ms, entering hungry state.
Philosopher: 1, Time: 23999 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24008 ms, entering hungry state.
Philosopher: 3, Time: 24008 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24021 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24024 ms, picked up fork 1
Philosopher: 1, Time: 24024 ms, picked up fork 0
Philosopher: 1, Time: 24024 ms, no neighbors are eating - entering eating state. Will eat for 32 ms
Philosopher: 0, Time: 24024 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24024 ms, picked up fork 3
Philosopher: 3, Time: 24024 ms, picked up fork 2
Philosopher: 3, Time: 24024 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 2, Time: 24031 ms, entering hungry state.
Philosopher: 2, Time: 24032 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24034 ms, entering hungry state.
Philosopher: 0, Time: 24034 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24046 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24056 ms, picked up fork 0
Philosopher: 0, Time: 24056 ms, picked up fork 3
Philosopher: 0, Time: 24056 ms, no neighbors are eating - entering eating state. Will eat for 32 ms
Philosopher: 1, Time: 24056 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24056 ms, picked up fork 2
Philosopher: 3, Time: 24057 ms, entering hungry state.
Philosopher: 3, Time: 24057 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24057 ms, picked up fork 1
Philosopher: 2, Time: 24057 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 1, Time: 24067 ms, entering hungry state.
Philosopher: 1, Time: 24067 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24079 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24089 ms, picked up fork 1
Philosopher: 1, Time: 24089 ms, picked up fork 0
Philosopher: 1, Time: 24089 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 0, Time: 24089 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24089 ms, picked up fork 3
Philosopher: 3, Time: 24089 ms, picked up fork 2
Philosopher: 3, Time: 24089 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 2, Time: 24089 ms, entering hungry state.
Philosopher: 2, Time: 24089 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24099 ms, entering hungry state.
Philosopher: 0, Time: 24099 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24112 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24116 ms, picked up fork 2
Philosopher: 2, Time: 24116 ms, picked up fork 1
Philosopher: 2, Time: 24116 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 0, Time: 24116 ms, picked up fork 0
Philosopher: 0, Time: 24116 ms, picked up fork 3
Philosopher: 0, Time: 24116 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 1, Time: 24116 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24122 ms, entering hungry state.
Philosopher: 3, Time: 24122 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24126 ms, entering hungry state.
Philosopher: 1, Time: 24126 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24128 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24138 ms, entering hungry state.
Philosopher: 0, Time: 24138 ms, picked up fork 0
Philosopher: 0, Time: 24138 ms, picked up fork 3
Philosopher: 0, Time: 24139 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 2, Time: 24139 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24149 ms, entering hungry state.
Philosopher: 2, Time: 24149 ms, picked up fork 2
Philosopher: 2, Time: 24149 ms, picked up fork 1
Philosopher: 2, Time: 24149 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 2, Time: 24160 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24169 ms, picked up fork 1
Philosopher: 1, Time: 24169 ms, picked up fork 0
Philosopher: 1, Time: 24169 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 0, Time: 24169 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24169 ms, picked up fork 3
Philosopher: 3, Time: 24169 ms, picked up fork 2
Philosopher: 3, Time: 24169 ms, no neighbors are eating - entering eating state. Will eat for 13 ms
Philosopher: 2, Time: 24171 ms, entering hungry state.
Philosopher: 2, Time: 24171 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24179 ms, entering hungry state.
Philosopher: 0, Time: 24179 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24182 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24193 ms, entering hungry state.
Philosopher: 3, Time: 24193 ms, picked up fork 3
Philosopher: 3, Time: 24193 ms, picked up fork 2
Philosopher: 3, Time: 24193 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 1, Time: 24202 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24212 ms, entering hungry state.
Philosopher: 1, Time: 24212 ms, picked up fork 1
Philosopher: 1, Time: 24212 ms, picked up fork 0
Philosopher: 1, Time: 24212 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 3, Time: 24218 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24228 ms, entering hungry state.
Philosopher: 3, Time: 24228 ms, picked up fork 3
Philosopher: 3, Time: 24228 ms, picked up fork 2
Philosopher: 3, Time: 24228 ms, no neighbors are eating - entering eating state. Will eat for 35 ms
Philosopher: 1, Time: 24243 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24254 ms, entering hungry state.
Philosopher: 1, Time: 24254 ms, picked up fork 1
Philosopher: 1, Time: 24254 ms, picked up fork 0
Philosopher: 1, Time: 24254 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 3, Time: 24263 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24270 ms, picked up fork 2
Philosopher: 2, Time: 24270 ms, picked up fork 1
Philosopher: 2, Time: 24270 ms, no neighbors are eating - entering eating state. Will eat for 32 ms
Philosopher: 1, Time: 24270 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24270 ms, picked up fork 0
Philosopher: 0, Time: 24270 ms, picked up fork 3
Philosopher: 0, Time: 24270 ms, no neighbors are eating - entering eating state. Will eat for 37 ms
Philosopher: 3, Time: 24274 ms, entering hungry state.
Philosopher: 3, Time: 24274 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24280 ms, entering hungry state.
Philosopher: 1, Time: 24280 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24303 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24307 ms, picked up fork 1
Philosopher: 1, Time: 24307 ms, picked up fork 0
Philosopher: 1, Time: 24307 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 3, Time: 24307 ms, picked up fork 3
Philosopher: 3, Time: 24308 ms, picked up fork 2
Philosopher: 3, Time: 24308 ms, no neighbors are eating - entering eating state. Will eat for 19 ms
Philosopher: 0, Time: 24307 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24313 ms, entering hungry state.
Philosopher: 2, Time: 24313 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24318 ms, entering hungry state.
Philosopher: 0, Time: 24318 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24327 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24337 ms, entering hungry state.
Philosopher: 3, Time: 24337 ms, picked up fork 3
Philosopher: 3, Time: 24337 ms, picked up fork 2
Philosopher: 3, Time: 24337 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 1, Time: 24342 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24349 ms, picked up fork 2
Philosopher: 2, Time: 24349 ms, picked up fork 1
Philosopher: 2, Time: 24349 ms, no neighbors are eating - entering eating state. Will eat for 35 ms
Philosopher: 0, Time: 24349 ms, picked up fork 0
Philosopher: 3, Time: 24349 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24350 ms, picked up fork 3
Philosopher: 0, Time: 24350 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 1, Time: 24352 ms, entering hungry state.
Philosopher: 1, Time: 24352 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24360 ms, entering hungry state.
Philosopher: 3, Time: 24360 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24361 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24373 ms, entering hungry state.
Philosopher: 0, Time: 24373 ms, picked up fork 0
Philosopher: 0, Time: 24373 ms, picked up fork 3
Philosopher: 0, Time: 24373 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 2, Time: 24384 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24389 ms, picked up fork 1
Philosopher: 1, Time: 24389 ms, picked up fork 0
Philosopher: 1, Time: 24389 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 0, Time: 24389 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24389 ms, picked up fork 3
Philosopher: 3, Time: 24389 ms, picked up fork 2
Philosopher: 3, Time: 24389 ms, no neighbors are eating - entering eating state. Will eat for 36 ms
Philosopher: 2, Time: 24394 ms, entering hungry state.
Philosopher: 2, Time: 24394 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24399 ms, entering hungry state.
Philosopher: 0, Time: 24399 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24411 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24421 ms, entering hungry state.
Philosopher: 1, Time: 24421 ms, picked up fork 1
Philosopher: 1, Time: 24421 ms, picked up fork 0
Philosopher: 1, Time: 24421 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 3, Time: 24425 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24434 ms, picked up fork 0
Philosopher: 0, Time: 24434 ms, picked up fork 3
Philosopher: 0, Time: 24434 ms, no neighbors are eating - entering eating state. Will eat for 37 ms
Philosopher: 2, Time: 24434 ms, picked up fork 2
Philosopher: 2, Time: 24434 ms, picked up fork 1
Philosopher: 2, Time: 24434 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 1, Time: 24434 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24435 ms, entering hungry state.
Philosopher: 3, Time: 24435 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24444 ms, entering hungry state.
Philosopher: 1, Time: 24444 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24467 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24471 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24471 ms, picked up fork 1
Philosopher: 1, Time: 24471 ms, picked up fork 0
Philosopher: 1, Time: 24471 ms, no neighbors are eating - entering eating state. Will eat for 39 ms
Philosopher: 3, Time: 24471 ms, picked up fork 3
Philosopher: 3, Time: 24471 ms, picked up fork 2
Philosopher: 3, Time: 24471 ms, no neighbors are eating - entering eating state. Will eat for 39 ms
Philosopher: 2, Time: 24477 ms, entering hungry state.
Philosopher: 2, Time: 24477 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24481 ms, entering hungry state.
Philosopher: 0, Time: 24481 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24510 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24510 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24510 ms, picked up fork 0
Philosopher: 0, Time: 24510 ms, picked up fork 3
Philosopher: 0, Time: 24510 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 2, Time: 24510 ms, picked up fork 2
Philosopher: 2, Time: 24510 ms, picked up fork 1
Philosopher: 2, Time: 24510 ms, no neighbors are eating - entering eating state. Will eat for 28 ms
Philosopher: 1, Time: 24520 ms, entering hungry state.
Philosopher: 1, Time: 24520 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24520 ms, entering hungry state.
Philosopher: 3, Time: 24520 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24538 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24548 ms, picked up fork 3
Philosopher: 3, Time: 24548 ms, picked up fork 2
Philosopher: 3, Time: 24549 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 2, Time: 24549 ms, entering hungry state.
Philosopher: 2, Time: 24549 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24548 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24548 ms, picked up fork 1
Philosopher: 1, Time: 24550 ms, picked up fork 0
Philosopher: 1, Time: 24550 ms, no neighbors are eating - entering eating state. Will eat for 37 ms
Philosopher: 0, Time: 24560 ms, entering hungry state.
Philosopher: 0, Time: 24560 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24566 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24576 ms, entering hungry state.
Philosopher: 3, Time: 24576 ms, picked up fork 3
Philosopher: 3, Time: 24576 ms, picked up fork 2
Philosopher: 3, Time: 24576 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 1, Time: 24587 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24592 ms, picked up fork 2
Philosopher: 2, Time: 24592 ms, picked up fork 1
Philosopher: 2, Time: 24592 ms, no neighbors are eating - entering eating state. Will eat for 39 ms
Philosopher: 0, Time: 24592 ms, picked up fork 0
Philosopher: 0, Time: 24592 ms, picked up fork 3
Philosopher: 0, Time: 24592 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 3, Time: 24592 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24597 ms, entering hungry state.
Philosopher: 1, Time: 24597 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24603 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24603 ms, entering hungry state.
Philosopher: 3, Time: 24603 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24613 ms, entering hungry state.
Philosopher: 0, Time: 24613 ms, picked up fork 0
Philosopher: 0, Time: 24613 ms, picked up fork 3
Philosopher: 0, Time: 24613 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 0, Time: 24631 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24631 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24631 ms, picked up fork 1
Philosopher: 1, Time: 24632 ms, picked up fork 0
Philosopher: 1, Time: 24632 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 3, Time: 24632 ms, picked up fork 3
Philosopher: 3, Time: 24632 ms, picked up fork 2
Philosopher: 3, Time: 24632 ms, no neighbors are eating - entering eating state. Will eat for 26 ms
Philosopher: 0, Time: 24642 ms, entering hungry state.
Philosopher: 0, Time: 24642 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24642 ms, entering hungry state.
Philosopher: 2, Time: 24642 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24652 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24658 ms, picked up fork 0
Philosopher: 0, Time: 24658 ms, picked up fork 3
Philosopher: 0, Time: 24658 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 3, Time: 24658 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24658 ms, picked up fork 2
Philosopher: 2, Time: 24658 ms, picked up fork 1
Philosopher: 2, Time: 24658 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 1, Time: 24662 ms, entering hungry state.
Philosopher: 1, Time: 24662 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24668 ms, entering hungry state.
Philosopher: 3, Time: 24668 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24689 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24689 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24689 ms, picked up fork 3
Philosopher: 3, Time: 24690 ms, picked up fork 2
Philosopher: 3, Time: 24690 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 1, Time: 24689 ms, picked up fork 1
Philosopher: 1, Time: 24690 ms, picked up fork 0
Philosopher: 1, Time: 24690 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 0, Time: 24699 ms, entering hungry state.
Philosopher: 0, Time: 24699 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24700 ms, entering hungry state.
Philosopher: 2, Time: 24700 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24712 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24720 ms, picked up fork 2
Philosopher: 2, Time: 24720 ms, picked up fork 1
Philosopher: 0, Time: 24720 ms, picked up fork 0
Philosopher: 0, Time: 24720 ms, picked up fork 3
Philosopher: 0, Time: 24720 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 3, Time: 24720 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24720 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 1, Time: 24722 ms, entering hungry state.
Philosopher: 1, Time: 24722 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24730 ms, entering hungry state.
Philosopher: 3, Time: 24730 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24731 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24745 ms, entering hungry state.
Philosopher: 0, Time: 24745 ms, picked up fork 0
Philosopher: 0, Time: 24745 ms, picked up fork 3
Philosopher: 0, Time: 24745 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 2, Time: 24747 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24757 ms, entering hungry state.
Philosopher: 2, Time: 24757 ms, picked up fork 2
Philosopher: 2, Time: 24757 ms, picked up fork 1
Philosopher: 2, Time: 24757 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 2, Time: 24776 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24778 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24778 ms, picked up fork 1
Philosopher: 1, Time: 24778 ms, picked up fork 0
Philosopher: 1, Time: 24778 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 3, Time: 24778 ms, picked up fork 3
Philosopher: 3, Time: 24778 ms, picked up fork 2
Philosopher: 3, Time: 24778 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 2, Time: 24786 ms, entering hungry state.
Philosopher: 2, Time: 24786 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24788 ms, entering hungry state.
Philosopher: 0, Time: 24788 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24788 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24798 ms, entering hungry state.
Philosopher: 1, Time: 24799 ms, picked up fork 1
Philosopher: 1, Time: 24799 ms, picked up fork 0
Philosopher: 1, Time: 24799 ms, no neighbors are eating - entering eating state. Will eat for 13 ms
Philosopher: 3, Time: 24802 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24812 ms, picked up fork 2
Philosopher: 2, Time: 24812 ms, picked up fork 1
Philosopher: 2, Time: 24812 ms, no neighbors are eating - entering eating state. Will eat for 37 ms
Philosopher: 0, Time: 24812 ms, picked up fork 0
Philosopher: 0, Time: 24812 ms, picked up fork 3
Philosopher: 0, Time: 24812 ms, no neighbors are eating - entering eating state. Will eat for 28 ms
Philosopher: 3, Time: 24813 ms, entering hungry state.
Philosopher: 3, Time: 24813 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24812 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24824 ms, entering hungry state.
Philosopher: 1, Time: 24824 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24840 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24849 ms, picked up fork 1
Philosopher: 1, Time: 24849 ms, picked up fork 0
Philosopher: 1, Time: 24849 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 2, Time: 24849 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24849 ms, picked up fork 3
Philosopher: 3, Time: 24850 ms, picked up fork 2
Philosopher: 3, Time: 24850 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 0, Time: 24850 ms, entering hungry state.
Philosopher: 0, Time: 24851 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24860 ms, entering hungry state.
Philosopher: 2, Time: 24860 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24861 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24872 ms, entering hungry state.
Philosopher: 1, Time: 24872 ms, picked up fork 1
Philosopher: 1, Time: 24872 ms, picked up fork 0
Philosopher: 1, Time: 24872 ms, no neighbors are eating - entering eating state. Will eat for 13 ms
Philosopher: 3, Time: 24884 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24885 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 24885 ms, picked up fork 0
Philosopher: 0, Time: 24885 ms, picked up fork 3
Philosopher: 0, Time: 24885 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 2, Time: 24885 ms, picked up fork 2
Philosopher: 2, Time: 24885 ms, picked up fork 1
Philosopher: 2, Time: 24885 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 3, Time: 24894 ms, entering hungry state.
Philosopher: 3, Time: 24894 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24895 ms, entering hungry state.
Philosopher: 1, Time: 24895 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24897 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24907 ms, entering hungry state.
Philosopher: 2, Time: 24908 ms, picked up fork 2
Philosopher: 2, Time: 24908 ms, picked up fork 1
Philosopher: 2, Time: 24908 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 0, Time: 24923 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24929 ms, picked up fork 3
Philosopher: 3, Time: 24929 ms, picked up fork 2
Philosopher: 3, Time: 24929 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 2, Time: 24929 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24929 ms, picked up fork 1
Philosopher: 1, Time: 24929 ms, picked up fork 0
Philosopher: 1, Time: 24929 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 0, Time: 24933 ms, entering hungry state.
Philosopher: 0, Time: 24933 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24939 ms, entering hungry state.
Philosopher: 2, Time: 24940 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 24948 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 24956 ms, picked up fork 2
Philosopher: 2, Time: 24956 ms, picked up fork 1
Philosopher: 2, Time: 24956 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 0, Time: 24956 ms, picked up fork 0
Philosopher: 0, Time: 24957 ms, picked up fork 3
Philosopher: 0, Time: 24957 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 3, Time: 24956 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24958 ms, entering hungry state.
Philosopher: 1, Time: 24958 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 24967 ms, entering hungry state.
Philosopher: 3, Time: 24967 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 24978 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 24986 ms, picked up fork 3
Philosopher: 3, Time: 24986 ms, picked up fork 2
Philosopher: 3, Time: 24986 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 2, Time: 24986 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 24986 ms, picked up fork 1
Philosopher: 1, Time: 24986 ms, picked up fork 0
Philosopher: 1, Time: 24986 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 0, Time: 24988 ms, entering hungry state.
Philosopher: 0, Time: 24988 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 24996 ms, entering hungry state.
Philosopher: 2, Time: 24996 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 25009 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 25015 ms, picked up fork 0
Philosopher: 0, Time: 25015 ms, picked up fork 3
Philosopher: 0, Time: 25015 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 2, Time: 25015 ms, picked up fork 2
Philosopher: 2, Time: 25015 ms, picked up fork 1
Philosopher: 2, Time: 25015 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 3, Time: 25015 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 25019 ms, entering hungry state.
Philosopher: 1, Time: 25019 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 25025 ms, entering hungry state.
Philosopher: 3, Time: 25025 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 25048 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 25049 ms, picked up fork 3
Philosopher: 3, Time: 25049 ms, picked up fork 2
Philosopher: 3, Time: 25049 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 2, Time: 25049 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 25049 ms, picked up fork 1
Philosopher: 1, Time: 25050 ms, picked up fork 0
Philosopher: 1, Time: 25050 ms, no neighbors are eating - entering eating state. Will eat for 17 ms
Philosopher: 0, Time: 25059 ms, entering hungry state.
Philosopher: 0, Time: 25059 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 25060 ms, entering hungry state.
Philosopher: 2, Time: 25060 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 25067 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 25077 ms, entering hungry state.
Philosopher: 1, Time: 25077 ms, picked up fork 1
Philosopher: 1, Time: 25077 ms, picked up fork 0
